time = 8.0001	Re = 0.1	40	80
-0.385198	0.061011	0.000000	10
-0.404952	0.064139	0.000000	11
-0.424706	0.067268	0.000000	12
-0.444460	0.070397	0.000000	13
-0.464213	0.073526	0.000000	14
-0.483967	0.076654	0.000000	15
-0.503721	0.079783	0.000000	16
-0.523475	0.082912	0.000000	17
-0.543228	0.086041	0.000000	18
-0.562982	0.089169	0.000000	19
-0.582736	0.092298	0.000000	20
-0.602490	0.095427	0.000000	21
-0.622243	0.098556	0.000000	22
-0.641997	0.101684	0.000000	23
-0.661751	0.104813	-0.073280	24
-0.681505	0.107942	0.073280	25
-0.701258	0.111071	0.191403	26
-0.721012	0.114199	0.289568	27
-0.740766	0.117328	0.373865	28
-0.760520	0.120457	0.448366	29
-0.780273	0.123586	0.515742	30
-0.800027	0.126714	0.577731	31
-0.819781	0.129843	0.635465	32
-0.839535	0.132972	0.689667	33
-0.859288	0.136101	0.740782	34
-0.879042	0.139229	0.789049	35
-0.898796	0.142358	0.834546	36
-0.918550	0.145487	0.877221	37
-0.938303	0.148616	0.916892	38
-0.958057	0.151744	0.953255	39
-0.977811	0.154873	0.985868	40
-0.997565	0.158002	1.014132	41
37
-0.189414	0.014908	0.000000	0
-0.209353	0.016477	0.000000	1
-0.229291	0.018046	0.000000	2
-0.249229	0.019616	0.000000	3
-0.269168	0.021185	0.000000	4
-0.289106	0.022754	0.000000	5
-0.309044	0.024323	0.000000	6
-0.328983	0.025892	0.000000	7
-0.348921	0.027462	0.000000	8
-0.368859	0.029031	0.000000	9
-0.388798	0.030600	0.000000	10
-0.408736	0.032169	0.000000	11
-0.428674	0.033739	0.000000	12
-0.448613	0.035308	0.000000	13
-0.468551	0.036877	0.000000	14
-0.488489	0.038446	0.000000	15
-0.508428	0.040016	0.000000	16
-0.528366	0.041585	0.000000	17
-0.548304	0.043154	0.000000	18
-0.568243	0.044723	0.000000	19
-0.588181	0.046293	0.000000	20
-0.608119	0.047862	0.000000	21
-0.628058	0.049431	0.000000	22
-0.647996	0.051000	0.000000	23
-0.667934	0.052570	-0.073268	24
-0.687873	0.054139	0.073268	25
-0.707811	0.055708	0.191381	26
-0.727749	0.057277	0.289544	27
-0.747688	0.058847	0.373841	28
-0.767626	0.060416	0.448347	29
-0.787565	0.061985	0.515727	30
-0.807503	0.063554	0.577723	31
-0.827441	0.065124	0.635463	32
-0.847380	0.066693	0.689673	33
-0.867318	0.068262	0.740794	34
-0.887256	0.069831	0.789066	35
-0.907195	0.071400	0.834568	36
-0.927133	0.072970	0.877244	37
-0.947071	0.074539	0.916914	38
-0.967010	0.076108	0.953272	39
-0.986948	0.077677	0.985875	40
-1.006886	0.079247	1.014125	41
38
-0.190000	0.000001	0.000000	0
-0.210000	0.000001	0.000000	1
-0.230000	0.000001	0.000000	2
-0.250000	0.000001	0.000000	3
-0.270000	0.000001	0.000000	4
-0.290000	0.000001	0.000000	5
-0.310000	0.000001	0.000000	6
-0.330000	0.000001	0.000000	7
-0.350000	0.000001	0.000000	8
-0.370000	0.000001	0.000000	9
-0.390000	0.000001	0.000000	10
-0.410000	0.000001	0.000000	11
-0.430000	0.000001	0.000000	12
-0.450000	0.000001	0.000000	13
-0.470000	0.000001	0.000000	14
-0.490000	0.000001	0.000000	15
-0.510000	0.000001	0.000000	16
-0.530000	0.000001	0.000000	17
-0.550000	0.000002	0.000000	18
-0.570000	0.000002	0.000000	19
-0.590000	0.000002	0.000000	20
-0.610000	0.000002	0.000000	21
-0.630000	0.000002	0.000000	22
-0.650000	0.000002	0.000000	23
-0.670000	0.000002	0.000000	24
-0.690000	0.000002	0.118016	25
-0.710000	0.000002	0.214409	26
-0.730000	0.000002	0.298572	27
-0.750000	0.000002	0.374467	28
-0.770000	0.000002	0.444145	29
-0.790000	0.000002	0.508872	30
-0.810000	0.000002	0.569515	31
-0.830000	0.000002	0.626687	32
-0.850000	0.000002	0.680817	33
-0.870000	0.000002	0.732187	34
-0.890000	0.000002	0.780959	35
-0.910000	0.000003	0.827189	36
-0.930000	0.000003	0.870837	37
-0.950000	0.000003	0.911772	38
-0.970000	0.000003	0.949766	39
-0.990000	0.000003	0.984492	40
-1.010000	0.000003	1.015508	41
39
-0.189414	-0.014907	0.000019	0
-0.209353	-0.016476	-0.000019	1
-0.229291	-0.018045	-0.000262	2
-0.249229	-0.019614	-0.000488	3
-0.269168	-0.021183	-0.000680	4
-0.289106	-0.022752	-0.000853	5
-0.309044	-0.024322	-0.001016	6
-0.328983	-0.025891	-0.001176	7
-0.348921	-0.027460	-0.001335	8
-0.368859	-0.029029	-0.001494	9
-0.388798	-0.030598	-0.001650	10
-0.408736	-0.032167	-0.001799	11
-0.428675	-0.033736	-0.001934	12
-0.448613	-0.035305	-0.002044	13
-0.468551	-0.036875	-0.002109	14
-0.488490	-0.038444	-0.002097	15
-0.508428	-0.040013	-0.001946	16
-0.528366	-0.041582	-0.001546	17
-0.548305	-0.043151	-0.000698	18
-0.568243	-0.044720	0.000967	19
-0.588181	-0.046289	0.004121	20
-0.608120	-0.047858	0.009994	21
-0.628058	-0.049428	0.020833	22
-0.647996	-0.050997	0.040766	23
-0.667935	-0.052566	0.077465	24
-0.687873	-0.054135	0.145448	25
-0.707811	-0.055704	0.220105	26
-0.727750	-0.057273	0.293688	27
-0.747688	-0.058842	0.363972	28
-0.767627	-0.060411	0.430555	29
-0.787565	-0.061981	0.493616	30
-0.807503	-0.063550	0.553481	31
-0.827442	-0.065119	0.610472	32
-0.847380	-0.066688	0.664862	33
-0.867318	-0.068257	0.716856	34
-0.887257	-0.069826	0.766591	35
-0.907195	-0.071395	0.814144	36
-0.927133	-0.072965	0.859529	37
-0.947072	-0.074534	0.902711	38
-0.967010	-0.076103	0.943601	39
-0.986948	-0.077672	0.982067	40
-1.006887	-0.079241	1.017933	41
40
-0.187661	-0.029722	0.000273	0
-0.207415	-0.032851	-0.000273	1
-0.227168	-0.035979	-0.001033	2
-0.246922	-0.039108	-0.001734	3
-0.266676	-0.042237	-0.002353	4
-0.286430	-0.045365	-0.002911	5
-0.306184	-0.048494	-0.003427	6
-0.325937	-0.051623	-0.003911	7
-0.345691	-0.054751	-0.004360	8
-0.365445	-0.057880	-0.004764	9
-0.385199	-0.061009	-0.005103	10
-0.404952	-0.064137	-0.005346	11
-0.424706	-0.067266	-0.005450	12
-0.444460	-0.070394	-0.005349	13
-0.464214	-0.073523	-0.004951	14
-0.483967	-0.076652	-0.004119	15
-0.503721	-0.079780	-0.002648	16
-0.523475	-0.082909	-0.000232	17
-0.543229	-0.086038	0.003587	18
-0.562983	-0.089166	0.009490	19
-0.582736	-0.092295	0.018477	20
-0.602490	-0.095424	0.031971	21
-0.622244	-0.098552	0.051916	22
-0.641998	-0.101681	0.080742	23
-0.661751	-0.104809	0.120933	24
-0.681505	-0.107938	0.173422	25
-0.701259	-0.111067	0.232891	26
-0.721013	-0.114195	0.295110	27
-0.740767	-0.117324	0.357577	28
-0.760520	-0.120453	0.418993	29
-0.780274	-0.123581	0.478759	30
-0.800028	-0.126710	0.536651	31
-0.819782	-0.129839	0.592629	32
-0.839535	-0.132967	0.646740	33
-0.859289	-0.136096	0.699060	34
-0.879043	-0.139225	0.749670	35
-0.898797	-0.142353	0.798641	36
-0.918551	-0.145482	0.846033	37
-0.938304	-0.148610	0.891893	38
-0.958058	-0.151739	0.936268	39
-0.977812	-0.154868	0.979209	40
-0.997566	-0.157996	1.020791	41
41
-0.184750	-0.044354	0.000732	0
-0.204198	-0.049023	-0.000732	1
-0.223645	-0.053692	-0.002195	2
-0.243093	-0.058361	-0.003502	3
-0.262540	-0.063030	-0.004656	4
-0.281987	-0.067699	-0.005690	5
-0.301435	-0.072367	-0.006625	6
-0.320882	-0.077036	-0.007464	7
-0.340330	-0.081705	-0.008192	8
-0.359777	-0.086374	-0.008774	9
-0.379224	-0.091043	-0.009159	10
-0.398672	-0.095712	-0.009274	11
-0.418119	-0.100381	-0.009022	12
-0.437567	-0.105049	-0.008272	13
-0.457014	-0.109718	-0.006849	14
-0.476462	-0.114387	-0.004519	15
-0.495909	-0.119056	-0.000974	16
-0.515356	-0.123725	0.004201	17
-0.534804	-0.128394	0.011546	18
-0.554251	-0.133063	0.021755	19
-0.573699	-0.137731	0.035693	20
-0.593146	-0.142400	0.054379	21
-0.612593	-0.147069	0.078916	22
-0.632041	-0.151738	0.110300	23
-0.651488	-0.156407	0.149073	24
-0.670936	-0.161076	0.194797	25
-0.690383	-0.165745	0.245680	26
-0.709830	-0.170414	0.299744	27
-0.729278	-0.175082	0.355393	28
-0.748725	-0.179751	0.411505	29
-0.768173	-0.184420	0.467362	30
-0.787620	-0.189089	0.522535	31
-0.807067	-0.193758	0.576794	32
-0.826515	-0.198427	0.630030	33
-0.845962	-0.203096	0.682216	34
-0.865410	-0.207764	0.733372	35
-0.884857	-0.212433	0.783551	36
-0.904305	-0.217102	0.832831	37
-0.923752	-0.221771	0.881316	38
-0.943199	-0.226440	0.929138	39
-0.962647	-0.231109	0.976468	40
-0.982094	-0.235778	1.023532	41
42
-0.180701	-0.058713	0.001308	0
-0.199722	-0.064893	-0.001308	1
-0.218743	-0.071073	-0.003574	2
-0.237764	-0.077254	-0.005529	3
-0.256785	-0.083434	-0.007237	4
-0.275807	-0.089614	-0.008747	5
-0.294828	-0.095795	-0.010080	6
-0.313849	-0.101975	-0.011225	7
-0.332870	-0.108155	-0.012145	8
-0.351891	-0.114336	-0.012778	9
-0.370912	-0.120516	-0.013035	10
-0.389933	-0.126696	-0.012802	11
-0.408955	-0.132876	-0.011930	12
-0.427976	-0.139057	-0.010236	13
-0.446997	-0.145237	-0.007491	14
-0.466018	-0.151417	-0.003413	15
-0.485039	-0.157598	0.002343	16
-0.504060	-0.163778	0.010189	17
-0.523081	-0.169958	0.020614	18
-0.542103	-0.176139	0.034174	19
-0.561124	-0.182319	0.051474	20
-0.580145	-0.188499	0.073122	21
-0.599166	-0.194679	0.099652	22
-0.618187	-0.200860	0.131407	23
-0.637208	-0.207040	0.168397	24
-0.656229	-0.213220	0.210186	25
-0.675251	-0.219401	0.255908	26
-0.694272	-0.225581	0.304541	27
-0.713293	-0.231761	0.355129	28
-0.732314	-0.237942	0.406887	29
-0.751335	-0.244122	0.459224	30
-0.770356	-0.250302	0.511725	31
-0.789377	-0.256482	0.564119	32
-0.808399	-0.262663	0.616246	33
-0.827420	-0.268843	0.668028	34
-0.846441	-0.275023	0.719455	35
-0.865462	-0.281204	0.770564	36
-0.884483	-0.287384	0.821439	37
-0.903504	-0.293564	0.872208	38
-0.922525	-0.299745	0.923040	39
-0.941547	-0.305925	0.974158	40
-0.960568	-0.312105	1.025842	41
43
-0.175537	-0.072710	0.001910	0
-0.194015	-0.080363	-0.001910	1
-0.212492	-0.088017	-0.004984	2
-0.230970	-0.095670	-0.007561	3
-0.249448	-0.103324	-0.009781	4
-0.267925	-0.110978	-0.011713	5
-0.286403	-0.118631	-0.013374	6
-0.304880	-0.126285	-0.014740	7
-0.323358	-0.133939	-0.015752	8
-0.341836	-0.141592	-0.016320	9
-0.360313	-0.149246	-0.016322	10
-0.378791	-0.156899	-0.015609	11
-0.397269	-0.164553	-0.014000	12
-0.415746	-0.172207	-0.011281	13
-0.434224	-0.179860	-0.007201	14
-0.452701	-0.187514	-0.001472	15
-0.471179	-0.195168	0.006231	16
-0.489657	-0.202821	0.016267	17
-0.508134	-0.210475	0.029026	18
-0.526612	-0.218129	0.044904	19
-0.545089	-0.225782	0.064288	20
-0.563567	-0.233436	0.087510	21
-0.582045	-0.241089	0.114808	22
-0.600522	-0.248743	0.146263	23
-0.619000	-0.256397	0.181760	24
-0.637477	-0.264050	0.220969	25
-0.655955	-0.271704	0.263381	26
-0.674433	-0.279358	0.308400	27
-0.692910	-0.287011	0.355434	28
-0.711388	-0.294665	0.403953	29
-0.729865	-0.302319	0.453522	30
-0.748343	-0.309972	0.503807	31
-0.766821	-0.317626	0.554569	32
-0.785298	-0.325279	0.605654	33
-0.803776	-0.332933	0.656978	34
-0.822253	-0.340587	0.708522	35
-0.840731	-0.348240	0.760318	36
-0.859209	-0.355894	0.812449	37
-0.877686	-0.363548	0.865046	38
-0.896164	-0.371201	0.918282	39
-0.914641	-0.378855	0.972381	40
-0.933119	-0.386509	1.027619	41
44
-0.169291	-0.086258	0.002458	0
-0.187112	-0.095338	-0.002458	1
-0.204932	-0.104417	-0.006258	2
-0.222752	-0.113497	-0.009376	3
-0.240572	-0.122577	-0.012024	4
-0.258392	-0.131657	-0.014293	5
-0.276212	-0.140737	-0.016199	6
-0.294032	-0.149816	-0.017704	7
-0.311853	-0.158896	-0.018730	8
-0.329673	-0.167976	-0.019164	9
-0.347493	-0.177056	-0.018862	10
-0.365313	-0.186135	-0.017651	11
-0.383133	-0.195215	-0.015332	12
-0.400953	-0.204295	-0.011681	13
-0.418773	-0.213375	-0.006449	14
-0.436594	-0.222455	0.000635	15
-0.454414	-0.231534	0.009857	16
-0.472234	-0.240614	0.021510	17
-0.490054	-0.249694	0.035888	18
-0.507874	-0.258774	0.053265	19
-0.525694	-0.267854	0.073878	20
-0.543514	-0.276933	0.097902	21
-0.561335	-0.286013	0.125429	22
-0.579155	-0.295093	0.156443	23
-0.596975	-0.304173	0.190811	24
-0.614795	-0.313252	0.228283	25
-0.632615	-0.322332	0.268525	26
-0.650435	-0.331412	0.311152	27
-0.668255	-0.340492	0.355774	28
-0.686076	-0.349572	0.402026	29
-0.703896	-0.358651	0.449597	30
-0.721716	-0.367731	0.498232	31
-0.739536	-0.376811	0.547741	32
-0.757356	-0.385891	0.597998	33
-0.775176	-0.394970	0.648932	34
-0.792996	-0.404050	0.700526	35
-0.810817	-0.413130	0.752814	36
-0.828637	-0.422210	0.805875	37
-0.846457	-0.431290	0.859830	38
-0.864277	-0.440369	0.914842	39
-0.882097	-0.449449	0.971114	40
-0.899917	-0.458529	1.028886	41
45
-0.162002	-0.099274	0.002891	0
-0.179055	-0.109724	-0.002891	1
-0.196107	-0.120174	-0.007262	2
-0.213160	-0.130624	-0.010797	3
-0.230213	-0.141074	-0.013765	4
-0.247266	-0.151524	-0.016276	5
-0.264319	-0.161974	-0.018344	6
-0.281372	-0.172424	-0.019925	7
-0.298424	-0.182874	-0.020924	8
-0.315477	-0.193324	-0.021213	9
-0.332530	-0.203774	-0.020634	10
-0.349583	-0.214224	-0.019001	11
-0.366636	-0.224674	-0.016110	12
-0.383688	-0.235124	-0.011735	13
-0.400741	-0.245574	-0.005639	14
-0.417794	-0.256024	0.002425	15
-0.434847	-0.266474	0.012705	16
-0.451900	-0.276924	0.025440	17
-0.468953	-0.287373	0.040853	18
-0.486005	-0.297823	0.059136	19
-0.503058	-0.308273	0.080438	20
-0.520111	-0.318723	0.104850	21
-0.537164	-0.329173	0.132397	22
-0.554217	-0.339623	0.163026	23
-0.571269	-0.350073	0.196611	24
-0.588322	-0.360523	0.232958	25
-0.605375	-0.370973	0.271823	26
-0.622428	-0.381423	0.312931	27
-0.639481	-0.391873	0.356005	28
-0.656534	-0.402323	0.400782	29
-0.673586	-0.412773	0.447029	30
-0.690639	-0.423223	0.494553	31
-0.707692	-0.433673	0.543205	32
-0.724745	-0.444123	0.592886	33
-0.741798	-0.454573	0.643541	34
-0.758850	-0.465023	0.695161	35
-0.775903	-0.475473	0.747781	36
-0.792956	-0.485922	0.801475	37
-0.810009	-0.496372	0.856354	38
-0.827062	-0.506822	0.912565	39
-0.844115	-0.517272	0.970283	40
-0.861167	-0.527722	1.029717	41
46
-0.153713	-0.111679	0.003167	0
-0.169894	-0.123435	-0.003167	1
-0.186074	-0.135190	-0.007902	2
-0.202254	-0.146946	-0.011699	3
-0.218435	-0.158702	-0.014863	4
-0.234615	-0.170457	-0.017518	5
-0.250796	-0.182213	-0.019679	6
-0.266976	-0.193969	-0.021293	7
-0.283156	-0.205724	-0.022259	8
-0.299337	-0.217480	-0.022441	9
-0.315517	-0.229236	-0.021671	10
-0.331697	-0.240992	-0.019761	11
-0.347878	-0.252747	-0.016502	12
-0.364058	-0.264503	-0.011674	13
-0.380238	-0.276259	-0.005049	14
-0.396419	-0.288014	0.003601	15
-0.412599	-0.299770	0.014498	16
-0.428779	-0.311526	0.027848	17
-0.444960	-0.323281	0.043831	18
-0.461140	-0.335037	0.062594	19
-0.477320	-0.346793	0.084242	20
-0.493501	-0.358548	0.108824	21
-0.509681	-0.370304	0.136336	22
-0.525862	-0.382060	0.166714	23
-0.542042	-0.393815	0.199842	24
-0.558222	-0.405571	0.235553	25
-0.574403	-0.417327	0.273650	26
-0.590583	-0.429082	0.313915	27
-0.606763	-0.440838	0.356126	28
-0.622944	-0.452594	0.400075	29
-0.639124	-0.464349	0.445573	30
-0.655304	-0.476105	0.492462	31
-0.671485	-0.487861	0.540621	32
-0.687665	-0.499617	0.589968	33
-0.703845	-0.511372	0.640460	34
-0.720026	-0.523128	0.692095	35
-0.736206	-0.534884	0.744908	36
-0.752387	-0.546639	0.798968	37
-0.768567	-0.558395	0.854380	38
-0.784747	-0.570151	0.911277	39
-0.800928	-0.581906	0.969818	40
-0.817108	-0.593662	1.030182	41
47
-0.144477	-0.123395	0.003262	0
-0.159685	-0.136384	-0.003262	1
-0.174894	-0.149373	-0.008121	2
-0.190102	-0.162362	-0.012007	3
-0.205310	-0.175351	-0.015238	4
-0.220518	-0.188340	-0.017941	5
-0.235726	-0.201329	-0.020131	6
-0.250934	-0.214318	-0.021754	7
-0.266142	-0.227307	-0.022706	8
-0.281350	-0.240295	-0.022849	9
-0.296559	-0.253284	-0.022012	10
-0.311767	-0.266273	-0.020004	11
-0.326975	-0.279262	-0.016619	12
-0.342183	-0.292251	-0.011637	13
-0.357391	-0.305240	-0.004834	14
-0.372599	-0.318229	0.004011	15
-0.387807	-0.331218	0.015111	16
-0.403016	-0.344207	0.028659	17
-0.418224	-0.357196	0.044825	18
-0.433432	-0.370185	0.063739	19
-0.448640	-0.383174	0.085490	20
-0.463848	-0.396163	0.110120	21
-0.479056	-0.409152	0.137614	22
-0.494264	-0.422141	0.167906	23
-0.509472	-0.435130	0.200882	24
-0.524681	-0.448119	0.236388	25
-0.539889	-0.461107	0.274237	26
-0.555097	-0.474096	0.314230	27
-0.570305	-0.487085	0.356163	28
-0.585513	-0.500074	0.399844	29
-0.600721	-0.513063	0.445098	30
-0.615929	-0.526052	0.491780	31
-0.631138	-0.539041	0.539777	32
-0.646346	-0.552030	0.589015	33
-0.661554	-0.565019	0.639453	34
-0.676762	-0.578008	0.691093	35
-0.691970	-0.590997	0.743968	36
-0.707178	-0.603986	0.798149	37
-0.722386	-0.616975	0.853737	38
-0.737595	-0.629964	0.910859	39
-0.752803	-0.642953	0.969667	40
-0.768011	-0.655942	1.030333	41
48
-0.134350	-0.134350	0.003167	0
-0.148493	-0.148492	-0.003167	1
-0.162635	-0.162634	-0.007902	2
-0.176777	-0.176777	-0.011699	3
-0.190919	-0.190919	-0.014863	4
-0.205061	-0.205061	-0.017518	5
-0.219203	-0.219203	-0.019678	6
-0.233345	-0.233345	-0.021292	7
-0.247488	-0.247487	-0.022258	8
-0.261630	-0.261629	-0.022439	9
-0.275772	-0.275771	-0.021669	10
-0.289914	-0.289913	-0.019758	11
-0.304056	-0.304056	-0.016498	12
-0.318198	-0.318198	-0.011669	13
-0.332341	-0.332340	-0.005043	14
-0.346483	-0.346482	0.003609	15
-0.360625	-0.360624	0.014507	16
-0.374767	-0.374766	0.027859	17
-0.388909	-0.388908	0.043843	18
-0.403051	-0.403050	0.062609	19
-0.417193	-0.417193	0.084257	20
-0.431336	-0.431335	0.108840	21
-0.445478	-0.445477	0.136353	22
-0.459620	-0.459619	0.166731	23
-0.473762	-0.473761	0.199857	24
-0.487904	-0.487903	0.235567	25
-0.502046	-0.502045	0.273661	26
-0.516188	-0.516187	0.313922	27
-0.530331	-0.530330	0.356129	28
-0.544473	-0.544472	0.400073	29
-0.558615	-0.558614	0.445565	30
-0.572757	-0.572756	0.492449	31
-0.586899	-0.586898	0.540603	32
-0.601041	-0.601040	0.589946	33
-0.615183	-0.615182	0.640436	34
-0.629326	-0.629324	0.692070	35
-0.643468	-0.643467	0.744883	36
-0.657610	-0.657609	0.798946	37
-0.671752	-0.671751	0.854362	38
-0.685894	-0.685893	0.911265	39
-0.700036	-0.700035	0.969814	40
-0.714179	-0.714177	1.030186	41
49
-0.123395	-0.144477	0.002891	0
-0.136384	-0.159685	-0.002891	1
-0.149373	-0.174893	-0.007262	2
-0.162362	-0.190101	-0.010797	3
-0.175351	-0.205309	-0.013765	4
-0.188340	-0.220518	-0.016275	5
-0.201329	-0.235726	-0.018343	6
-0.214318	-0.250934	-0.019923	7
-0.227307	-0.266142	-0.020922	8
-0.240296	-0.281350	-0.021210	9
-0.253285	-0.296558	-0.020630	10
-0.266274	-0.311766	-0.018996	11
-0.279263	-0.326974	-0.016103	12
-0.292252	-0.342182	-0.011726	13
-0.305241	-0.357391	-0.005627	14
-0.318230	-0.372599	0.002440	15
-0.331219	-0.387807	0.012722	16
-0.344208	-0.403015	0.025461	17
-0.357197	-0.418223	0.040878	18
-0.370186	-0.433431	0.059164	19
-0.383175	-0.448639	0.080469	20
-0.396164	-0.463847	0.104883	21
-0.409153	-0.479055	0.132431	22
-0.422142	-0.494264	0.163060	23
-0.435131	-0.509472	0.196644	24
-0.448120	-0.524680	0.232987	25
-0.461109	-0.539888	0.271846	26
-0.474098	-0.555096	0.312947	27
-0.487086	-0.570304	0.356012	28
-0.500075	-0.585512	0.400779	29
-0.513064	-0.600720	0.447015	30
-0.526053	-0.615928	0.494528	31
-0.539042	-0.631137	0.543170	32
-0.552031	-0.646345	0.592842	33
-0.565020	-0.661553	0.643491	34
-0.578009	-0.676761	0.695109	35
-0.590998	-0.691969	0.747730	36
-0.603987	-0.707177	0.801429	37
-0.616976	-0.722385	0.856317	38
-0.629965	-0.737593	0.912540	39
-0.642954	-0.752801	0.970275	40
-0.655943	-0.768010	1.029725	41
50
-0.111679	-0.153713	0.002458	0
-0.123435	-0.169893	-0.002458	1
-0.135191	-0.186074	-0.006258	2
-0.146946	-0.202254	-0.009376	3
-0.158702	-0.218434	-0.012024	4
-0.170458	-0.234615	-0.014292	5
-0.182214	-0.250795	-0.016198	6
-0.193969	-0.266975	-0.017702	7
-0.205725	-0.283156	-0.018728	8
-0.217481	-0.299336	-0.019160	9
-0.229236	-0.315516	-0.018856	10
-0.240992	-0.331697	-0.017644	11
-0.252748	-0.347877	-0.015323	12
-0.264504	-0.364057	-0.011669	13
-0.276259	-0.380238	-0.006433	14
-0.288015	-0.396418	0.000655	15
-0.299771	-0.412598	0.009881	16
-0.311526	-0.428779	0.021540	17
-0.323282	-0.444959	0.035923	18
-0.335038	-0.461139	0.053305	19
-0.346794	-0.477320	0.073923	20
-0.358549	-0.493500	0.097951	21
-0.370305	-0.509680	0.125481	22
-0.382061	-0.525861	0.156496	23
-0.393816	-0.542041	0.190861	24
-0.405572	-0.558221	0.228329	25
-0.417328	-0.574402	0.268564	26
-0.429084	-0.590582	0.311180	27
-0.440839	-0.606762	0.355788	28
-0.452595	-0.622943	0.402025	29
-0.464351	-0.639123	0.449579	30
-0.476106	-0.655303	0.498197	31
-0.487862	-0.671484	0.547691	32
-0.499618	-0.687664	0.597934	33
-0.511374	-0.703844	0.648857	34
-0.523129	-0.720025	0.700447	35
-0.534885	-0.736205	0.752736	36
-0.546641	-0.752385	0.805804	37
-0.558396	-0.768566	0.859772	38
-0.570152	-0.784746	0.914804	39
-0.581908	-0.800926	0.971100	40
-0.593664	-0.817107	1.028900	41
51
-0.099275	-0.162002	0.001910	0
-0.109725	-0.179054	-0.001910	1
-0.120175	-0.196107	-0.004984	2
-0.130625	-0.213160	-0.007561	3
-0.141075	-0.230213	-0.009781	4
-0.151525	-0.247266	-0.011712	5
-0.161975	-0.264318	-0.013373	6
-0.172425	-0.281371	-0.014739	7
-0.182875	-0.298424	-0.015750	8
-0.193325	-0.315477	-0.016316	9
-0.203775	-0.332530	-0.016317	10
-0.214225	-0.349582	-0.015602	11
-0.224675	-0.366635	-0.013990	12
-0.235125	-0.383688	-0.011268	13
-0.245574	-0.400741	-0.007183	14
-0.256024	-0.417794	-0.001450	15
-0.266474	-0.434846	0.006258	16
-0.276924	-0.451899	0.016302	17
-0.287374	-0.468952	0.029067	18
-0.297824	-0.486005	0.044953	19
-0.308274	-0.503058	0.064344	20
-0.318724	-0.520110	0.087573	21
-0.329174	-0.537163	0.114876	22
-0.339624	-0.554216	0.146334	23
-0.350074	-0.571269	0.181831	24
-0.360524	-0.588322	0.221035	25
-0.370974	-0.605374	0.263439	26
-0.381424	-0.622427	0.308444	27
-0.391874	-0.639480	0.355460	28
-0.402324	-0.656533	0.403958	29
-0.412774	-0.673586	0.453504	30
-0.423224	-0.690638	0.503765	31
-0.433674	-0.707691	0.554505	32
-0.444124	-0.724744	0.605571	33
-0.454574	-0.741797	0.656881	34
-0.465024	-0.758850	0.708416	35
-0.475474	-0.775902	0.760212	36
-0.485924	-0.792955	0.812352	37
-0.496374	-0.810008	0.864966	38
-0.506824	-0.827061	0.918228	39
-0.517274	-0.844114	0.972362	40
-0.527724	-0.861166	1.027638	41
52
-0.086258	-0.169291	0.001308	0
-0.095338	-0.187111	-0.001308	1
-0.104418	-0.204931	-0.003574	2
-0.113498	-0.222752	-0.005529	3
-0.122577	-0.240572	-0.007237	4
-0.131657	-0.258392	-0.008747	5
-0.140737	-0.276212	-0.010079	6
-0.149817	-0.294032	-0.011223	7
-0.158897	-0.311852	-0.012143	8
-0.167977	-0.329672	-0.012774	9
-0.177056	-0.347493	-0.013030	10
-0.186136	-0.365313	-0.012795	11
-0.195216	-0.383133	-0.011921	12
-0.204296	-0.400953	-0.010224	13
-0.213376	-0.418773	-0.007475	14
-0.222455	-0.436593	-0.003392	15
-0.231535	-0.454413	0.002370	16
-0.240615	-0.472233	0.010224	17
-0.249695	-0.490054	0.020658	18
-0.258775	-0.507874	0.034227	19
-0.267855	-0.525694	0.051537	20
-0.276934	-0.543514	0.073195	21
-0.286014	-0.561334	0.099733	22
-0.295094	-0.579154	0.131494	23
-0.304174	-0.596974	0.168488	24
-0.313254	-0.614794	0.210274	25
-0.322333	-0.632615	0.255987	26
-0.331413	-0.650435	0.304605	27
-0.340493	-0.668255	0.355172	28
-0.349573	-0.686075	0.406903	29
-0.358653	-0.703895	0.459211	30
-0.367732	-0.721715	0.511681	31
-0.376812	-0.739535	0.564047	32
-0.385892	-0.757355	0.616148	33
-0.394972	-0.775176	0.667911	34
-0.404052	-0.792996	0.719326	35
-0.413132	-0.810816	0.770433	36
-0.422211	-0.828636	0.821318	37
-0.431291	-0.846456	0.872107	38
-0.440371	-0.864276	0.922972	39
-0.449451	-0.882096	0.974132	40
-0.458531	-0.899916	1.025868	41
53
-0.072710	-0.175537	0.000732	0
-0.080364	-0.194015	-0.000732	1
-0.088017	-0.212492	-0.002195	2
-0.095671	-0.230970	-0.003501	3
-0.103325	-0.249447	-0.004655	4
-0.110978	-0.267925	-0.005689	5
-0.118632	-0.286403	-0.006624	6
-0.126286	-0.304880	-0.007463	7
-0.133939	-0.323358	-0.008190	8
-0.141593	-0.341835	-0.008771	9
-0.149247	-0.360313	-0.009155	10
-0.156900	-0.378791	-0.009269	11
-0.164554	-0.397268	-0.009016	12
-0.172208	-0.415746	-0.008263	13
-0.179861	-0.434223	-0.006836	14
-0.187515	-0.452701	-0.004503	15
-0.195169	-0.471179	-0.000951	16
-0.202822	-0.489656	0.004231	17
-0.210476	-0.508134	0.011584	18
-0.218130	-0.526611	0.021804	19
-0.225783	-0.545089	0.035753	20
-0.233437	-0.563567	0.054452	21
-0.241091	-0.582044	0.079001	22
-0.248744	-0.600522	0.110397	23
